GameID,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__A.1,lot_shape_symm_A.1,lot_shape_L_A.1,lot_shape_R_A.1,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,BEASTpred,block,Feedback,B_rate
25,2,1,2,1,0,0,0,1,3,0.5,1,1,0,0,0,1,0,0,0,1,-1,1,0,0.5,1,-0.0116,0.0246,-0.0116,0,0,0,0,0,0,0.49775,1,0,0.4064
25,2,1,2,1,0,0,0,1,3,0.5,1,1,0,0,0,1,0,0,0,1,-1,1,0,0.5,1,-0.0116,0.0246,-0.0116,0,0,0,0,0,0,0.49944,2,1,0.5008
25,2,1,2,1,0,0,0,1,3,0.5,1,1,0,0,0,1,0,0,0,1,-1,1,0,0.5,1,-0.0116,0.0246,-0.0116,0,0,0,0,0,0,0.50017,3,1,0.4592
25,2,1,2,1,0,0,0,1,3,0.5,1,1,0,0,0,1,0,0,0,1,-1,1,0,0.5,1,-0.0116,0.0246,-0.0116,0,0,0,0,0,0,0.498,4,1,0.4624
25,2,1,2,1,0,0,0,1,3,0.5,1,1,0,0,0,1,0,0,0,1,-1,1,0,0.5,1,-0.0116,0.0246,-0.0116,0,0,0,0,0,0,0.49891,5,1,0.4944
26,16,1,16,1,0,0,0,1,50,0.4,1,1,0,0,0,1,0,0,4.6,24.00499948,-15,34,9.5,0.0625,1,-0.2054,-0.2064,-0.0072,0,0,0,4.6,4.6,0,0.55557,1,0,0.4992
26,16,1,16,1,0,0,0,1,50,0.4,1,1,0,0,0,1,0,0,4.6,24.00499948,-15,34,9.5,0.0625,1,-0.2054,-0.2064,-0.0072,0,0,0,4.6,4.6,0,0.52781,2,1,0.6528
26,16,1,16,1,0,0,0,1,50,0.4,1,1,0,0,0,1,0,0,4.6,24.00499948,-15,34,9.5,0.0625,1,-0.2054,-0.2064,-0.0072,0,0,0,4.6,4.6,0,0.56064,3,1,0.6112
26,16,1,16,1,0,0,0,1,50,0.4,1,1,0,0,0,1,0,0,4.6,24.00499948,-15,34,9.5,0.0625,1,-0.2054,-0.2064,-0.0072,0,0,0,4.6,4.6,0,0.5694,4,1,0.5968
26,16,1,16,1,0,0,0,1,50,0.4,1,1,0,0,0,1,0,0,4.6,24.00499948,-15,34,9.5,0.0625,1,-0.2054,-0.2064,-0.0072,0,0,0,4.6,4.6,0,0.57567,5,1,0.5456
27,16,1,16,1,0,0,0,1,48,0.4,1,0,0,1,0,3,0,0,3.8,23.07726154,-15,34,19.75,0.0625,1,-0.1982,-0.1896,0.4956,0,0,0,3.8,3.8,0,0.60211,1,0,0.504
27,16,1,16,1,0,0,0,1,48,0.4,1,0,0,1,0,3,0,0,3.8,23.07726154,-15,34,19.75,0.0625,1,-0.1982,-0.1896,0.4956,0,0,0,3.8,3.8,0,0.56095,2,1,0.568
27,16,1,16,1,0,0,0,1,48,0.4,1,0,0,1,0,3,0,0,3.8,23.07726154,-15,34,19.75,0.0625,1,-0.1982,-0.1896,0.4956,0,0,0,3.8,3.8,0,0.57879,3,1,0.6
27,16,1,16,1,0,0,0,1,48,0.4,1,0,0,1,0,3,0,0,3.8,23.07726154,-15,34,19.75,0.0625,1,-0.1982,-0.1896,0.4956,0,0,0,3.8,3.8,0,0.58559,4,1,0.5776
27,16,1,16,1,0,0,0,1,48,0.4,1,0,0,1,0,3,0,0,3.8,23.07726154,-15,34,19.75,0.0625,1,-0.1982,-0.1896,0.4956,0,0,0,3.8,3.8,0,0.58525,5,1,0.5728
28,6,0.5,0,1,0,0,0,1,9,0.5,0,1,0,0,0,1,0,-1,1.5,1.5,0,3,1.5,1,1,0.5055,0,0.5055,0,0,1,1.5,1.5,0,1,1,0,0.9088
28,6,0.5,0,1,0,0,0,1,9,0.5,0,1,0,0,0,1,0,-1,1.5,1.5,0,3,1.5,1,1,0.5055,0,0.5055,0,0,1,1.5,1.5,0,0.70516,2,1,0.8656
28,6,0.5,0,1,0,0,0,1,9,0.5,0,1,0,0,0,1,0,-1,1.5,1.5,0,3,1.5,1,1,0.5055,0,0.5055,0,0,1,1.5,1.5,0,0.67627,3,1,0.8256
28,6,0.5,0,1,0,0,0,1,9,0.5,0,1,0,0,0,1,0,-1,1.5,1.5,0,3,1.5,1,1,0.5055,0,0.5055,0,0,1,1.5,1.5,0,0.68711,4,1,0.8464
28,6,0.5,0,1,0,0,0,1,9,0.5,0,1,0,0,0,1,0,-1,1.5,1.5,0,3,1.5,1,1,0.5055,0,0.5055,0,0,1,1.5,1.5,0,0.68692,5,1,0.8432
29,2,1,2,1,0,0,0,1,3,1,3,1,0,0,0,1,0,0,1,0,1,1,1,0.666666667,1,1,1,1,0,0,1,1,1,0,1,1,0,0.9664
29,2,1,2,1,0,0,0,1,3,1,3,1,0,0,0,1,0,0,1,0,1,1,1,0.666666667,1,1,1,1,0,0,1,1,1,0,1,2,1,0.9824
29,2,1,2,1,0,0,0,1,3,1,3,1,0,0,0,1,0,0,1,0,1,1,1,0.666666667,1,1,1,1,0,0,1,1,1,0,1,3,1,0.9904
29,2,1,2,1,0,0,0,1,3,1,3,1,0,0,0,1,0,0,1,0,1,1,1,0.666666667,1,1,1,1,0,0,1,1,1,0,1,4,1,0.9888
29,2,1,2,1,0,0,0,1,3,1,3,1,0,0,0,1,0,0,1,0,1,1,1,0.666666667,1,1,1,1,0,0,1,1,1,0,1,5,1,0.9952
30,6,0.5,0,1,0,0,0,1,8,0.5,0,1,0,0,0,1,0,1,1,1,0,2,1,1,1,0.5031,0.4973,0.5031,0,0,1,1,1,0,1,1,0,0.9424
30,6,0.5,0,1,0,0,0,1,8,0.5,0,1,0,0,0,1,0,1,1,1,0,2,1,1,1,0.5031,0.4973,0.5031,0,0,1,1,1,0,1,2,1,0.9648
30,6,0.5,0,1,0,0,0,1,8,0.5,0,1,0,0,0,1,0,1,1,1,0,2,1,1,1,0.5031,0.4973,0.5031,0,0,1,1,1,0,1,3,1,0.9632
30,6,0.5,0,1,0,0,0,1,8,0.5,0,1,0,0,0,1,0,1,1,1,0,2,1,1,1,0.5031,0.4973,0.5031,0,0,1,1,1,0,1,4,1,0.976
30,6,0.5,0,1,0,0,0,1,8,0.5,0,1,0,0,0,1,0,1,1,1,0,2,1,1,1,0.5031,0.4973,0.5031,0,0,1,1,1,0,1,5,1,0.9792
31,4,1,4,1,0,0,0,1,40,0.6,-44,1,0,0,0,1,1,0,2.4,41.15142768,-48,36,-6,0,1,-0.2742,0.2036,0.0032,-0.6371,-0.3982,0,-18,-7.8,-67.2,0.24829,1,0,0.232098765
31,4,1,4,1,0,0,0,1,40,0.6,-44,1,0,0,0,1,1,0,2.4,41.15142768,-48,36,-6,0,1,-0.2742,0.2036,0.0032,-0.6371,-0.3982,0,-18,-7.8,-67.2,0.39256,2,1,0.308641975
31,4,1,4,1,0,0,0,1,40,0.6,-44,1,0,0,0,1,1,0,2.4,41.15142768,-48,36,-6,0,1,-0.2742,0.2036,0.0032,-0.6371,-0.3982,0,-18,-7.8,-67.2,0.43407,3,1,0.343209877
31,4,1,4,1,0,0,0,1,40,0.6,-44,1,0,0,0,1,1,0,2.4,41.15142768,-48,36,-6,0,1,-0.2742,0.2036,0.0032,-0.6371,-0.3982,0,-18,-7.8,-67.2,0.45497,4,1,0.407407407
31,4,1,4,1,0,0,0,1,40,0.6,-44,1,0,0,0,1,1,0,2.4,41.15142768,-48,36,-6,0,1,-0.2742,0.2036,0.0032,-0.6371,-0.3982,0,-18,-7.8,-67.2,0.46955,5,1,0.365432099
32,24,0.75,-4,1,0,0,0,1,82,0.25,3,1,0,0,0,1,0,0,5.75,22.0836478,7,58,32.5,0,1,-0.0022,-0.1182,1,0.244,0.2437,0,5.75,5.75,43,0.78339,1,0,0.681481481
32,24,0.75,-4,1,0,0,0,1,82,0.25,3,1,0,0,0,1,0,0,5.75,22.0836478,7,58,32.5,0,1,-0.0022,-0.1182,1,0.244,0.2437,0,5.75,5.75,43,0.66397,2,1,0.683950617
32,24,0.75,-4,1,0,0,0,1,82,0.25,3,1,0,0,0,1,0,0,5.75,22.0836478,7,58,32.5,0,1,-0.0022,-0.1182,1,0.244,0.2437,0,5.75,5.75,43,0.62923,3,1,0.674074074
32,24,0.75,-4,1,0,0,0,1,82,0.25,3,1,0,0,0,1,0,0,5.75,22.0836478,7,58,32.5,0,1,-0.0022,-0.1182,1,0.244,0.2437,0,5.75,5.75,43,0.61981,4,1,0.669135802
32,24,0.75,-4,1,0,0,0,1,82,0.25,3,1,0,0,0,1,0,0,5.75,22.0836478,7,58,32.5,0,1,-0.0022,-0.1182,1,0.244,0.2437,0,5.75,5.75,43,0.61933,5,1,0.686419753
33,-3,1,-3,1,0,0,0,1,14,0.4,-22,1,0,0,0,1,0,0,-4.6,17.63632615,-19,17,-1,0.136363636,1,-0.2184,-0.1918,-0.0214,0.3908,0.4041,0,-4.6,-4.6,28.8,0.34391,1,0,0.325925926
33,-3,1,-3,1,0,0,0,1,14,0.4,-22,1,0,0,0,1,0,0,-4.6,17.63632615,-19,17,-1,0.136363636,1,-0.2184,-0.1918,-0.0214,0.3908,0.4041,0,-4.6,-4.6,28.8,0.33881,2,1,0.279012346
33,-3,1,-3,1,0,0,0,1,14,0.4,-22,1,0,0,0,1,0,0,-4.6,17.63632615,-19,17,-1,0.136363636,1,-0.2184,-0.1918,-0.0214,0.3908,0.4041,0,-4.6,-4.6,28.8,0.31581,3,1,0.30617284
33,-3,1,-3,1,0,0,0,1,14,0.4,-22,1,0,0,0,1,0,0,-4.6,17.63632615,-19,17,-1,0.136363636,1,-0.2184,-0.1918,-0.0214,0.3908,0.4041,0,-4.6,-4.6,28.8,0.30951,4,1,0.24691358
33,-3,1,-3,1,0,0,0,1,14,0.4,-22,1,0,0,0,1,0,0,-4.6,17.63632615,-19,17,-1,0.136363636,1,-0.2184,-0.1918,-0.0214,0.3908,0.4041,0,-4.6,-4.6,28.8,0.30993,5,1,0.219753086
34,7,1,7,1,0,0,0,1,27,0.1,4,0,1,0,0,3,0,0,-0.7,6.903622238,-3,21,14.25,0.571428571,1,-0.7964,-0.8036,0.4976,0,0,0,-0.7,-0.7,0,0.56183,1,0,0.387654321
34,7,1,7,1,0,0,0,1,27,0.1,4,0,1,0,0,3,0,0,-0.7,6.903622238,-3,21,14.25,0.571428571,1,-0.7964,-0.8036,0.4976,0,0,0,-0.7,-0.7,0,0.47248,2,1,0.44691358
34,7,1,7,1,0,0,0,1,27,0.1,4,0,1,0,0,3,0,0,-0.7,6.903622238,-3,21,14.25,0.571428571,1,-0.7964,-0.8036,0.4976,0,0,0,-0.7,-0.7,0,0.42197,3,1,0.427160494
34,7,1,7,1,0,0,0,1,27,0.1,4,0,1,0,0,3,0,0,-0.7,6.903622238,-3,21,14.25,0.571428571,1,-0.7964,-0.8036,0.4976,0,0,0,-0.7,-0.7,0,0.40896,4,1,0.412345679
34,7,1,7,1,0,0,0,1,27,0.1,4,0,1,0,0,3,0,0,-0.7,6.903622238,-3,21,14.25,0.571428571,1,-0.7964,-0.8036,0.4976,0,0,0,-0.7,-0.7,0,0.39992,5,1,0.402469136
35,-5,1,-5,1,0,0,0,1,47,0.01,-15,1,0,0,0,1,0,0,-9.38,6.16892211,-10,52,21,0.333333333,1,-0.979,-0.9786,0.0146,0.0105,0.0107,0,-9.38,-9.38,1.24,0.24441,1,0,0.175308642
35,-5,1,-5,1,0,0,0,1,47,0.01,-15,1,0,0,0,1,0,0,-9.38,6.16892211,-10,52,21,0.333333333,1,-0.979,-0.9786,0.0146,0.0105,0.0107,0,-9.38,-9.38,1.24,0.17539,2,1,0.088888889
35,-5,1,-5,1,0,0,0,1,47,0.01,-15,1,0,0,0,1,0,0,-9.38,6.16892211,-10,52,21,0.333333333,1,-0.979,-0.9786,0.0146,0.0105,0.0107,0,-9.38,-9.38,1.24,0.13077,3,1,0.041975309
35,-5,1,-5,1,0,0,0,1,47,0.01,-15,1,0,0,0,1,0,0,-9.38,6.16892211,-10,52,21,0.333333333,1,-0.979,-0.9786,0.0146,0.0105,0.0107,0,-9.38,-9.38,1.24,0.11624,4,1,0.027160494
35,-5,1,-5,1,0,0,0,1,47,0.01,-15,1,0,0,0,1,0,0,-9.38,6.16892211,-10,52,21,0.333333333,1,-0.979,-0.9786,0.0146,0.0105,0.0107,0,-9.38,-9.38,1.24,0.1082,5,1,0.049382716
36,28,1,28,1,0,0,0,1,88,0.6,-46,0,0,0,1,3,0,0,6.4,65.67373904,-74,64,27,0,1,0.2054,0.1866,0.5004,-0.3973,-0.4067,0,6.4,6.4,-110.4,0.45981,1,0,0.392592593
36,28,1,28,1,0,0,0,1,88,0.6,-46,0,0,0,1,3,0,0,6.4,65.67373904,-74,64,27,0,1,0.2054,0.1866,0.5004,-0.3973,-0.4067,0,6.4,6.4,-110.4,0.51532,2,1,0.545679012
36,28,1,28,1,0,0,0,1,88,0.6,-46,0,0,0,1,3,0,0,6.4,65.67373904,-74,64,27,0,1,0.2054,0.1866,0.5004,-0.3973,-0.4067,0,6.4,6.4,-110.4,0.53105,3,1,0.558024691
36,28,1,28,1,0,0,0,1,88,0.6,-46,0,0,0,1,3,0,0,6.4,65.67373904,-74,64,27,0,1,0.2054,0.1866,0.5004,-0.3973,-0.4067,0,6.4,6.4,-110.4,0.53997,4,1,0.602469136
36,28,1,28,1,0,0,0,1,88,0.6,-46,0,0,0,1,3,0,0,6.4,65.67373904,-74,64,27,0,1,0.2054,0.1866,0.5004,-0.3973,-0.4067,0,6.4,6.4,-110.4,0.54328,5,1,0.567901235
37,23,0.9,0,1,0,0,0,1,64,0.4,-7,1,0,0,0,1,0,0,0.7,27.88275435,-7,41,17,0,1,-0.2096,-0.2024,-0.0036,-0.6048,-0.5599,0,0.7,0.7,-78.1,0.3974,1,0,0.380246914
37,23,0.9,0,1,0,0,0,1,64,0.4,-7,1,0,0,0,1,0,0,0.7,27.88275435,-7,41,17,0,1,-0.2096,-0.2024,-0.0036,-0.6048,-0.5599,0,0.7,0.7,-78.1,0.41923,2,1,0.409876543
37,23,0.9,0,1,0,0,0,1,64,0.4,-7,1,0,0,0,1,0,0,0.7,27.88275435,-7,41,17,0,1,-0.2096,-0.2024,-0.0036,-0.6048,-0.5599,0,0.7,0.7,-78.1,0.44744,3,1,0.419753086
37,23,0.9,0,1,0,0,0,1,64,0.4,-7,1,0,0,0,1,0,0,0.7,27.88275435,-7,41,17,0,1,-0.2096,-0.2024,-0.0036,-0.6048,-0.5599,0,0.7,0.7,-78.1,0.45163,4,1,0.367901235
37,23,0.9,0,1,0,0,0,1,64,0.4,-7,1,0,0,0,1,0,0,0.7,27.88275435,-7,41,17,0,1,-0.2096,-0.2024,-0.0036,-0.6048,-0.5599,0,0.7,0.7,-78.1,0.46196,5,1,0.372839506
38,24,1,24,1,0,0,0,1,34,0.05,28,1,0,0,0,1,0,0,4.3,1.307669683,4,10,7,0.857142857,1,1,1,1,0,0,1,4.3,4.3,0,1,1,0,0.908641975
38,24,1,24,1,0,0,0,1,34,0.05,28,1,0,0,0,1,0,0,4.3,1.307669683,4,10,7,0.857142857,1,1,1,1,0,0,1,4.3,4.3,0,1,2,1,0.977777778
38,24,1,24,1,0,0,0,1,34,0.05,28,1,0,0,0,1,0,0,4.3,1.307669683,4,10,7,0.857142857,1,1,1,1,0,0,1,4.3,4.3,0,1,3,1,0.990123457
38,24,1,24,1,0,0,0,1,34,0.05,28,1,0,0,0,1,0,0,4.3,1.307669683,4,10,7,0.857142857,1,1,1,1,0,0,1,4.3,4.3,0,1,4,1,1
38,24,1,24,1,0,0,0,1,34,0.05,28,1,0,0,0,1,0,0,4.3,1.307669683,4,10,7,0.857142857,1,1,1,1,0,0,1,4.3,4.3,0,1,5,1,1
39,29,1,29,1,0,0,0,1,33,0.8,6,0,1,0,0,5,0,0,-1.4,10.83697375,-23,6,-0.5,0.206896552,1,0.6148,0.5964,0.6838,0,0,0,-1.4,-1.4,0,0.42351,1,0,0.498765432
39,29,1,29,1,0,0,0,1,33,0.8,6,0,1,0,0,5,0,0,-1.4,10.83697375,-23,6,-0.5,0.206896552,1,0.6148,0.5964,0.6838,0,0,0,-1.4,-1.4,0,0.47988,2,1,0.688888889
39,29,1,29,1,0,0,0,1,33,0.8,6,0,1,0,0,5,0,0,-1.4,10.83697375,-23,6,-0.5,0.206896552,1,0.6148,0.5964,0.6838,0,0,0,-1.4,-1.4,0,0.48835,3,1,0.696296296
39,29,1,29,1,0,0,0,1,33,0.8,6,0,1,0,0,5,0,0,-1.4,10.83697375,-23,6,-0.5,0.206896552,1,0.6148,0.5964,0.6838,0,0,0,-1.4,-1.4,0,0.48841,4,1,0.683950617
39,29,1,29,1,0,0,0,1,33,0.8,6,0,1,0,0,5,0,0,-1.4,10.83697375,-23,6,-0.5,0.206896552,1,0.6148,0.5964,0.6838,0,0,0,-1.4,-1.4,0,0.48972,5,1,0.664197531
40,3,0.8,-37,1,0,0,0,1,79,0.4,-46,0,0,1,0,7,0,0,9,46.26716631,-9,82,55.625,0.804347826,1,-0.2172,-0.217,0.501,-0.4116,-0.4125,0,9,9,-106.4375,0.68164,1,0,0.486419753
40,3,0.8,-37,1,0,0,0,1,79,0.4,-46,0,0,1,0,7,0,0,9,46.26716631,-9,82,55.625,0.804347826,1,-0.2172,-0.217,0.501,-0.4116,-0.4125,0,9,9,-106.4375,0.62409,2,1,0.535802469
40,3,0.8,-37,1,0,0,0,1,79,0.4,-46,0,0,1,0,7,0,0,9,46.26716631,-9,82,55.625,0.804347826,1,-0.2172,-0.217,0.501,-0.4116,-0.4125,0,9,9,-106.4375,0.61772,3,1,0.604938272
40,3,0.8,-37,1,0,0,0,1,79,0.4,-46,0,0,1,0,7,0,0,9,46.26716631,-9,82,55.625,0.804347826,1,-0.2172,-0.217,0.501,-0.4116,-0.4125,0,9,9,-106.4375,0.61928,4,1,0.6
40,3,0.8,-37,1,0,0,0,1,79,0.4,-46,0,0,1,0,7,0,0,9,46.26716631,-9,82,55.625,0.804347826,1,-0.2172,-0.217,0.501,-0.4116,-0.4125,0,9,9,-106.4375,0.61357,5,1,0.562962963
41,29,1,29,1,0,0,0,1,44,0.4,21,0,1,0,0,5,0,0,1.2,11.28538878,-8,17,11.16666667,0.724137931,1,-0.2054,-0.19,0.6652,0,0,0,1.2,1.2,0,0.70948,1,0,0.683950617
41,29,1,29,1,0,0,0,1,44,0.4,21,0,1,0,0,5,0,0,1.2,11.28538878,-8,17,11.16666667,0.724137931,1,-0.2054,-0.19,0.6652,0,0,0,1.2,1.2,0,0.635,2,1,0.730864198
41,29,1,29,1,0,0,0,1,44,0.4,21,0,1,0,0,5,0,0,1.2,11.28538878,-8,17,11.16666667,0.724137931,1,-0.2054,-0.19,0.6652,0,0,0,1.2,1.2,0,0.61928,3,1,0.743209877
41,29,1,29,1,0,0,0,1,44,0.4,21,0,1,0,0,5,0,0,1.2,11.28538878,-8,17,11.16666667,0.724137931,1,-0.2054,-0.19,0.6652,0,0,0,1.2,1.2,0,0.61701,4,1,0.679012346
41,29,1,29,1,0,0,0,1,44,0.4,21,0,1,0,0,5,0,0,1.2,11.28538878,-8,17,11.16666667,0.724137931,1,-0.2054,-0.19,0.6652,0,0,0,1.2,1.2,0,0.61119,5,1,0.67654321
42,-6,1,-6,1,0,0,0,1,54,0.1,-21,1,0,0,0,1,1,0,-7.5,22.5,-15,60,22.5,0.285714286,1,-0.5304,-0.8022,0.0068,0.2348,0.0989,0,2.5,-2.5,15,0.69092,1,0,0.604938272
42,-6,1,-6,1,0,0,0,1,54,0.1,-21,1,0,0,0,1,1,0,-7.5,22.5,-15,60,22.5,0.285714286,1,-0.5304,-0.8022,0.0068,0.2348,0.0989,0,2.5,-2.5,15,0.43757,2,1,0.47654321
42,-6,1,-6,1,0,0,0,1,54,0.1,-21,1,0,0,0,1,1,0,-7.5,22.5,-15,60,22.5,0.285714286,1,-0.5304,-0.8022,0.0068,0.2348,0.0989,0,2.5,-2.5,15,0.31271,3,1,0.254320988
42,-6,1,-6,1,0,0,0,1,54,0.1,-21,1,0,0,0,1,1,0,-7.5,22.5,-15,60,22.5,0.285714286,1,-0.5304,-0.8022,0.0068,0.2348,0.0989,0,2.5,-2.5,15,0.27993,4,1,0.227160494
42,-6,1,-6,1,0,0,0,1,54,0.1,-21,1,0,0,0,1,1,0,-7.5,22.5,-15,60,22.5,0.285714286,1,-0.5304,-0.8022,0.0068,0.2348,0.0989,0,2.5,-2.5,15,0.2642,5,1,0.197530864
43,14,1,14,1,0,0,0,1,12,0.9,9,1,0,0,0,1,0,0,-2.3,0.9,-5,-2,-3.5,0.642857143,1,-1,-1,-1,0,0,-1,-2.3,-2.3,0,0,1,0,0.128395062
43,14,1,14,1,0,0,0,1,12,0.9,9,1,0,0,0,1,0,0,-2.3,0.9,-5,-2,-3.5,0.642857143,1,-1,-1,-1,0,0,-1,-2.3,-2.3,0,0,2,1,0.044444444
43,14,1,14,1,0,0,0,1,12,0.9,9,1,0,0,0,1,0,0,-2.3,0.9,-5,-2,-3.5,0.642857143,1,-1,-1,-1,0,0,-1,-2.3,-2.3,0,0,3,1,0.002469136
43,14,1,14,1,0,0,0,1,12,0.9,9,1,0,0,0,1,0,0,-2.3,0.9,-5,-2,-3.5,0.642857143,1,-1,-1,-1,0,0,-1,-2.3,-2.3,0,0,4,1,0
43,14,1,14,1,0,0,0,1,12,0.9,9,1,0,0,0,1,0,0,-2.3,0.9,-5,-2,-3.5,0.642857143,1,-1,-1,-1,0,0,-1,-2.3,-2.3,0,0,5,1,0.004938272
44,23,1,23,1,0,0,0,1,24,0.99,-33,1,0,0,0,1,0,0,0.43,5.671428392,-56,1,-27.5,0,1,0.98,0.9788,0.013,-0.01,-0.0106,0,0.43,0.43,-1.14,0.39577,1,0,0.274074074
44,23,1,23,1,0,0,0,1,24,0.99,-33,1,0,0,0,1,0,0,0.43,5.671428392,-56,1,-27.5,0,1,0.98,0.9788,0.013,-0.01,-0.0106,0,0.43,0.43,-1.14,0.48061,2,1,0.437037037
44,23,1,23,1,0,0,0,1,24,0.99,-33,1,0,0,0,1,0,0,0.43,5.671428392,-56,1,-27.5,0,1,0.98,0.9788,0.013,-0.01,-0.0106,0,0.43,0.43,-1.14,0.54283,3,1,0.469135802
44,23,1,23,1,0,0,0,1,24,0.99,-33,1,0,0,0,1,0,0,0.43,5.671428392,-56,1,-27.5,0,1,0.98,0.9788,0.013,-0.01,-0.0106,0,0.43,0.43,-1.14,0.56007,4,1,0.49382716
44,23,1,23,1,0,0,0,1,24,0.99,-33,1,0,0,0,1,0,0,0.43,5.671428392,-56,1,-27.5,0,1,0.98,0.9788,0.013,-0.01,-0.0106,0,0.43,0.43,-1.14,0.57059,5,1,0.466666667
45,13,1,13,1,0,0,0,1,13,1,13,0,1,0,0,9,0,0,0,1.414213562,-4,4,0,0.692307692,1,-0.0069,-0.0019,-0.0041,0,0,0,0,0,0,0.50181,1,0,0.496296296
45,13,1,13,1,0,0,0,1,13,1,13,0,1,0,0,9,0,0,0,1.414213562,-4,4,0,0.692307692,1,-0.0069,-0.0019,-0.0041,0,0,0,0,0,0,0.50109,2,1,0.558024691
45,13,1,13,1,0,0,0,1,13,1,13,0,1,0,0,9,0,0,0,1.414213562,-4,4,0,0.692307692,1,-0.0069,-0.0019,-0.0041,0,0,0,0,0,0,0.50232,3,1,0.585185185
45,13,1,13,1,0,0,0,1,13,1,13,0,1,0,0,9,0,0,0,1.414213562,-4,4,0,0.692307692,1,-0.0069,-0.0019,-0.0041,0,0,0,0,0,0,0.50133,4,1,0.533333333
45,13,1,13,1,0,0,0,1,13,1,13,0,1,0,0,9,0,0,0,1.414213562,-4,4,0,0.692307692,1,-0.0069,-0.0019,-0.0041,0,0,0,0,0,0,0.49739,5,1,0.52345679
46,37,0.01,9,1,0,0,0,1,30,0.6,-37,1,0,0,0,1,0,0,-6.08,30.03719773,-46,-7,-26.5,0,1,0.1974,0.194,-1,-0.3921,-0.3967,0,-6.08,-6.08,-59.2,0.1862,1,0,0.2
46,37,0.01,9,1,0,0,0,1,30,0.6,-37,1,0,0,0,1,0,0,-6.08,30.03719773,-46,-7,-26.5,0,1,0.1974,0.194,-1,-0.3921,-0.3967,0,-6.08,-6.08,-59.2,0.29333,2,1,0.269135802
46,37,0.01,9,1,0,0,0,1,30,0.6,-37,1,0,0,0,1,0,0,-6.08,30.03719773,-46,-7,-26.5,0,1,0.1974,0.194,-1,-0.3921,-0.3967,0,-6.08,-6.08,-59.2,0.31113,3,1,0.271604938
46,37,0.01,9,1,0,0,0,1,30,0.6,-37,1,0,0,0,1,0,0,-6.08,30.03719773,-46,-7,-26.5,0,1,0.1974,0.194,-1,-0.3921,-0.3967,0,-6.08,-6.08,-59.2,0.31445,4,1,0.30617284
46,37,0.01,9,1,0,0,0,1,30,0.6,-37,1,0,0,0,1,0,0,-6.08,30.03719773,-46,-7,-26.5,0,1,0.1974,0.194,-1,-0.3921,-0.3967,0,-6.08,-6.08,-59.2,0.32268,5,1,0.301234568
47,11,1,11,1,0,0,0,1,57,0.2,-5,0,0,1,0,6,0,0,-3.6,25.36217656,-16,51,25.14285714,0,1,-0.6278,-0.6128,0.4132,-0.8139,-0.8064,0,-3.6,-3.6,-107.61875,0.26757,1,0,0.214814815
47,11,1,11,1,0,0,0,1,57,0.2,-5,0,0,1,0,6,0,0,-3.6,25.36217656,-16,51,25.14285714,0,1,-0.6278,-0.6128,0.4132,-0.8139,-0.8064,0,-3.6,-3.6,-107.61875,0.26405,2,1,0.195061728
47,11,1,11,1,0,0,0,1,57,0.2,-5,0,0,1,0,6,0,0,-3.6,25.36217656,-16,51,25.14285714,0,1,-0.6278,-0.6128,0.4132,-0.8139,-0.8064,0,-3.6,-3.6,-107.61875,0.27317,3,1,0.209876543
47,11,1,11,1,0,0,0,1,57,0.2,-5,0,0,1,0,6,0,0,-3.6,25.36217656,-16,51,25.14285714,0,1,-0.6278,-0.6128,0.4132,-0.8139,-0.8064,0,-3.6,-3.6,-107.61875,0.27845,4,1,0.158024691
47,11,1,11,1,0,0,0,1,57,0.2,-5,0,0,1,0,6,0,0,-3.6,25.36217656,-16,51,25.14285714,0,1,-0.6278,-0.6128,0.4132,-0.8139,-0.8064,0,-3.6,-3.6,-107.61875,0.28261,5,1,0.145679012
48,-2,1,-2,1,0,0,0,1,24,0.5,-24,1,0,0,0,1,1,0,2,24,-22,26,2,0.083333333,1,-0.3544,-0.0086,0.0164,0.3228,0.4957,0,-6.666666667,-2.333333333,48,0.52065,1,0,0.390123457
48,-2,1,-2,1,0,0,0,1,24,0.5,-24,1,0,0,0,1,1,0,2,24,-22,26,2,0.083333333,1,-0.3544,-0.0086,0.0164,0.3228,0.4957,0,-6.666666667,-2.333333333,48,0.52024,2,1,0.49382716
48,-2,1,-2,1,0,0,0,1,24,0.5,-24,1,0,0,0,1,1,0,2,24,-22,26,2,0.083333333,1,-0.3544,-0.0086,0.0164,0.3228,0.4957,0,-6.666666667,-2.333333333,48,0.54205,3,1,0.516049383
48,-2,1,-2,1,0,0,0,1,24,0.5,-24,1,0,0,0,1,1,0,2,24,-22,26,2,0.083333333,1,-0.3544,-0.0086,0.0164,0.3228,0.4957,0,-6.666666667,-2.333333333,48,0.55101,4,1,0.44691358
48,-2,1,-2,1,0,0,0,1,24,0.5,-24,1,0,0,0,1,1,0,2,24,-22,26,2,0.083333333,1,-0.3544,-0.0086,0.0164,0.3228,0.4957,0,-6.666666667,-2.333333333,48,0.55461,5,1,0.419753086
